URI	Book	Period	Link	Type	Dates	0	100	200	300	400	500	600	700	800	900	1000	1100	1200	1300	1400
a3003	<span class="titleWord">هدية العارفين أسماء المؤلفين وآثار المصنفين a3003 C</span> لــ إسماعيل بن محمد أمين بن مير سليم الباباني البغدادي  (1399 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-3003" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	6950	0	1	142	473	522	539	538	613	575	601	626	798	767	586	162
j1418	<span class="titleWord">هدية العارفين أسماء المؤلفين وآثار المصنفين j1418 A</span> لــ إسماعيل باشا البغدادي (1339 هـ)	14th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	6940	0	157	148	463	524	523	529	600	545	591	613	778	744	562	160
j1418	<span class="titleWord">هدية العارفين أسماء المؤلفين وآثار المصنفين j1418 B</span> لــ إسماعيل باشا البغدادي (1339 هـ)	14th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	6940	0	7	151	474	537	537	545	612	553	598	627	793	762	576	165
j1418	<span class="titleWord">هدية العارفين أسماء المؤلفين وآثار المصنفين j1418 C</span> لــ إسماعيل باشا البغدادي (1339 هـ)	14th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	6940	0	3	151	475	537	537	545	612	554	598	628	793	762	577	165
a12320	<span class="titleWord">العبر وديوان المبتدأ والخبر في أيام العرب والعجم والبربر ومن عاصرهم من ذوي السلطان الأكبر (تاريخ ابن خلدون) (ط بيت الأفكار) a12320 A</span> لــ عبد الرحمن بن خلدون (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/12320" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	6203	0	3137	136	216	528	453	338	635	737	10	2	6	2	1	1
a12320	<span class="titleWord">العبر وديوان المبتدأ والخبر في أيام العرب والعجم والبربر ومن عاصرهم من ذوي السلطان الأكبر (تاريخ ابن خلدون) (ط بيت الأفكار) a12320 B</span> لــ عبد الرحمن بن خلدون (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/12320" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	6203	0	1588	202	324	813	686	505	937	1111	15	3	10	4	1	2
a12320	<span class="titleWord">العبر وديوان المبتدأ والخبر في أيام العرب والعجم والبربر ومن عاصرهم من ذوي السلطان الأكبر (تاريخ ابن خلدون) (ط بيت الأفكار) a12320 C</span> لــ عبد الرحمن بن خلدون (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/12320" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	6203	0	338	250	411	1076	860	630	1189	1404	15	7	11	6	1	3
j5600	<span class="titleWord">مقدمة ابن خلدون j5600 A</span> لــ عبد الرحمن بن محمد بن خلدون الحضرمي (808 هـ)	9th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	6161	0	3111	140	215	520	452	337	625	740	9	2	5	2	1	1
j5600	<span class="titleWord">مقدمة ابن خلدون j5600 B</span> لــ عبد الرحمن بن محمد بن خلدون الحضرمي (808 هـ)	9th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	6161	0	1598	213	319	785	666	492	936	1123	11	2	9	4	1	1
j5600	<span class="titleWord">مقدمة ابن خلدون j5600 C</span> لــ عبد الرحمن بن محمد بن خلدون الحضرمي (808 هـ)	9th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	6161	0	202	263	412	1030	891	624	1225	1479	15	2	12	3	1	1
a1584	<span class="titleWord">الإعلام بمن في تاريخ الهند من الأعلام المسمى بـ (نزهة الخواطر وبهجة المسامع والنواظر) a1584 A</span> لــ عبد الحي بن فخر الدين بن عبد العلي الحسني الطالبي  (1341 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-1584" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	5711	0	479	55	69	26	36	56	170	210	299	715	772	843	1304	670
a1584	<span class="titleWord">الإعلام بمن في تاريخ الهند من الأعلام المسمى بـ (نزهة الخواطر وبهجة المسامع والنواظر) a1584 B</span> لــ عبد الحي بن فخر الدين بن عبد العلي الحسني الطالبي  (1341 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-1584" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	5711	0	49	60	75	27	40	64	190	220	324	782	827	912	1400	733
a1584	<span class="titleWord">الإعلام بمن في تاريخ الهند من الأعلام المسمى بـ (نزهة الخواطر وبهجة المسامع والنواظر) a1584 C</span> لــ عبد الحي بن فخر الدين بن عبد العلي الحسني الطالبي  (1341 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-1584" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	5711	0	3	60	75	27	41	64	192	222	325	794	830	925	1405	739
a851	<span class="titleWord">إيضاح المكنون في الذيل على كشف الظنون a851 A</span> لــ إسماعيل بن محمد أمين بن مير سليم الباباني البغدادي  (1399 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-851" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	5704	0	80	52	180	243	232	287	366	401	598	466	965	975	669	184
a851	<span class="titleWord">إيضاح المكنون في الذيل على كشف الظنون a851 B</span> لــ إسماعيل بن محمد أمين بن مير سليم الباباني البغدادي  (1399 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-851" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	5704	0	1	52	183	249	234	292	373	407	605	467	981	987	678	189
a851	<span class="titleWord">إيضاح المكنون في الذيل على كشف الظنون a851 C</span> لــ إسماعيل بن محمد أمين بن مير سليم الباباني البغدادي  (1399 هـ)	14th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-851" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	5704	0	1	52	183	249	234	292	373	407	605	467	981	987	678	189
j845	<span class="titleWord">إيضاح المكنون في الذيل على كشف الظنون j845 A</span> لــ إسماعيل باشا بن محمد أمين (1339 هـ)	14th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	5692	0	66	51	184	247	233	289	360	405	594	464	953	994	664	184
j845	<span class="titleWord">إيضاح المكنون في الذيل على كشف الظنون j845 B</span> لــ إسماعيل باشا بن محمد أمين (1339 هـ)	14th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	5692	0	1	51	190	247	234	290	363	410	600	467	969	1008	672	186
j845	<span class="titleWord">إيضاح المكنون في الذيل على كشف الظنون j845 C</span> لــ إسماعيل باشا بن محمد أمين (1339 هـ)	14th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	5692	0	0	51	190	247	234	290	364	410	600	467	969	1008	672	186
i3360	<span class="titleWord">إيضاح المكنون i3360 A</span> لــ إسماعيل باشا البغدادي (1339 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3361_إيضاح-المكنون-إسماعيل-باشا-البغدادي-ج-2" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	5685	0	38	48	182	250	230	290	376	415	598	454	957	990	667	184
i3360	<span class="titleWord">إيضاح المكنون i3360 B</span> لــ إسماعيل باشا البغدادي (1339 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3361_إيضاح-المكنون-إسماعيل-باشا-البغدادي-ج-2" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	5685	0	0	49	182	252	232	291	378	418	603	456	964	995	671	187
i3360	<span class="titleWord">إيضاح المكنون i3360 C</span> لــ إسماعيل باشا البغدادي (1339 هـ)	14th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3361_إيضاح-المكنون-إسماعيل-باشا-البغدادي-ج-2" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	5685	0	0	49	182	252	232	291	378	418	603	456	964	995	671	187
i3430	<span class="titleWord">الأنساب i3430 A</span> لــ السمعاني (562 هـ)	6th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3434_الأنساب-السمعاني-ج-5" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	5679	0	421	468	1137	1986	1098	554	8	3	4	0	0	0	0	0
i3430	<span class="titleWord">الأنساب i3430 B</span> لــ السمعاني (562 هـ)	6th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3434_الأنساب-السمعاني-ج-5" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	5679	0	44	498	1211	2132	1182	595	8	5	4	0	0	0	0	0
i3430	<span class="titleWord">الأنساب i3430 C</span> لــ السمعاني (562 هـ)	6th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3434_الأنساب-السمعاني-ج-5" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	5679	0	11	501	1213	2147	1190	600	8	5	4	0	0	0	0	0
j952	<span class="titleWord">الأنساب j952 A</span> لــ أبي سعيد عبد الكريم بن محمد ابن منصور التميمي السمعاني (562 هـ)	6th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	5660	0	413	465	1128	1989	1114	549	0	2	0	0	0	0	0	0
j952	<span class="titleWord">الأنساب j952 B</span> لــ أبي سعيد عبد الكريم بن محمد ابن منصور التميمي السمعاني (562 هـ)	6th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	5660	0	37	493	1206	2133	1187	601	0	3	0	0	0	0	0	0
j952	<span class="titleWord">الأنساب j952 C</span> لــ أبي سعيد عبد الكريم بن محمد ابن منصور التميمي السمعاني (562 هـ)	6th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	5660	0	13	493	1212	2140	1190	609	0	3	0	0	0	0	0	0
a12317	<span class="titleWord">الأنساب a12317 A</span> لــ عبد الكريم بن محمد بن منصور التميمي السمعاني المروزي، أبو سعد  (562 هـ)	6th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-12317" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	5639	0	387	466	1139	1979	1108	551	2	2	0	1	0	0	1	1
a12317	<span class="titleWord">الأنساب a12317 B</span> لــ عبد الكريم بن محمد بن منصور التميمي السمعاني المروزي، أبو سعد  (562 هـ)	6th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-12317" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	5639	0	29	508	1214	2101	1188	590	2	2	0	1	0	0	1	1
a12317	<span class="titleWord">الأنساب a12317 C</span> لــ عبد الكريم بن محمد بن منصور التميمي السمعاني المروزي، أبو سعد  (562 هـ)	6th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-12317" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	5639	0	9	511	1217	2110	1192	591	2	2	0	1	0	0	1	1
i3607	<span class="titleWord">تاريخ ابن خلدون i3607 A</span> لــ ابن خلدون (808 هـ)	9th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3614_تاريخ-ابن-خلدون-ابن-خلدون-ج-7" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	5564	0	4604	84	101	159	167	162	161	113	2	1	6	3	1	0
i3607	<span class="titleWord">تاريخ ابن خلدون i3607 B</span> لــ ابن خلدون (808 هـ)	9th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3614_تاريخ-ابن-خلدون-ابن-خلدون-ج-7" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	5564	0	3818	155	178	292	299	289	297	212	3	1	12	6	1	1
i3607	<span class="titleWord">تاريخ ابن خلدون i3607 C</span> لــ ابن خلدون (808 هـ)	9th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3614_تاريخ-ابن-خلدون-ابن-خلدون-ج-7" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	5564	0	1276	379	412	721	733	712	711	566	8	1	28	14	1	2
a10283	<span class="titleWord">نهاية الإرب في فنون الأدب (ط. العلمية) a10283 A</span> لــ أحمد بن عبد الوهاب النويري شهاب الدين (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/10283" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	5116	0	1281	346	461	533	515	637	928	379	4	2	12	3	1	5
a10283	<span class="titleWord">نهاية الإرب في فنون الأدب (ط. العلمية) a10283 B</span> لــ أحمد بن عبد الوهاب النويري شهاب الدين (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/10283" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	5116	0	416	433	563	667	643	784	1104	466	4	3	13	3	1	6
a10283	<span class="titleWord">نهاية الإرب في فنون الأدب (ط. العلمية) a10283 C</span> لــ أحمد بن عبد الوهاب النويري شهاب الدين (غير موجود)	No meta	<a class="astUrl" href="http://shamela.ws/index.php/book/10283" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	5116	0	417	433	564	667	630	778	1120	466	4	3	13	3	1	7
j9238	<span class="titleWord">نهاية الأرب في فنون الأدب j9238 A</span> لــ شهاب الدين أحمد بن عبد الوهاب النويري (733 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	5104	0	1424	363	421	521	503	626	882	341	1	0	10	0	1	2
j9238	<span class="titleWord">نهاية الأرب في فنون الأدب j9238 B</span> لــ شهاب الدين أحمد بن عبد الوهاب النويري (733 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	5104	0	502	461	520	645	626	782	1095	441	1	0	13	2	1	2
j9238	<span class="titleWord">نهاية الأرب في فنون الأدب j9238 C</span> لــ شهاب الدين أحمد بن عبد الوهاب النويري (733 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	5104	0	472	461	524	658	626	772	1099	460	1	0	13	1	1	2
i3241	<span class="titleWord">تهذيب الكمال i3241 A</span> لــ المزي (742 هـ)	8th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3275_تهذيب-الكمال-المزي-ج-35" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	A	4681	0	1154	1796	1646	32	9	12	2	24	0	2	3	0	0	0
i3241	<span class="titleWord">تهذيب الكمال i3241 B</span> لــ المزي (742 هـ)	8th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3275_تهذيب-الكمال-المزي-ج-35" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	B	4681	0	429	2179	1971	38	10	16	3	29	0	2	3	0	0	0
i3241	<span class="titleWord">تهذيب الكمال i3241 C</span> لــ المزي (742 هـ)	8th cent.	<a class="astUrl" href="http://shiaonlinelibrary.com/الكتب/3275_تهذيب-الكمال-المزي-ج-35" target="blank"><i>al-Maktaba al-Shīʿīya</i></a>	C	4681	0	480	2161	1940	37	10	14	3	30	0	2	3	0	0	0
j10346	<span class="titleWord">مختصر تاريخ دمشق j10346 A</span> لــ محمد بن مكرم بن منظور الأفريقي المصري  (711 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	A	4676	0	1307	727	781	830	713	266	18	8	9	7	6	0	0	0
j10346	<span class="titleWord">مختصر تاريخ دمشق j10346 B</span> لــ محمد بن مكرم بن منظور الأفريقي المصري  (711 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	B	4676	0	492	890	972	1022	895	340	23	8	10	7	10	1	0	0
j10346	<span class="titleWord">مختصر تاريخ دمشق j10346 C</span> لــ محمد بن مكرم بن منظور الأفريقي المصري  (711 هـ)	8th cent.	<i>al-Jāmiʿ al-Kabīr</i>	C	4676	0	485	892	974	1021	899	339	24	8	9	7	11	1	0	0
a3118	<span class="titleWord">مختصر تاريخ دمشق لابن عساكر a3118 A</span> لــ محمد بن مكرم بن على، أبو الفضل، جمال الدين ابن منظور الانصاري الرويفعى الإفريقى  (711 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-3118" target="blank"><i>al-Maktaba al-Shāmila</i></a>	A	4674	0	1317	726	776	816	723	265	18	7	7	9	6	0	0	0
a3118	<span class="titleWord">مختصر تاريخ دمشق لابن عساكر a3118 B</span> لــ محمد بن مكرم بن على، أبو الفضل، جمال الدين ابن منظور الانصاري الرويفعى الإفريقى  (711 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-3118" target="blank"><i>al-Maktaba al-Shāmila</i></a>	B	4674	0	491	905	975	1006	909	326	22	8	7	12	8	0	0	0
a3118	<span class="titleWord">مختصر تاريخ دمشق لابن عساكر a3118 C</span> لــ محمد بن مكرم بن على، أبو الفضل، جمال الدين ابن منظور الانصاري الرويفعى الإفريقى  (711 هـ)	8th cent.	<a class="astUrl" href="http://shamela.ws/browse.php/book-3118" target="blank"><i>al-Maktaba al-Shāmila</i></a>	C	4674	0	525	898	956	1009	906	318	23	8	7	11	8	0	0	0
